205,118,240,213
202.83,116.17,238.83,214.17
201.5,114.83,237.5,209.5
200.83,113.5,236.17,210.83
200.17,112.83,236.17,207.5
200.83,112.83,236.17,207.5
202.17,110.17,236.17,212.83
203.5,108.83,236.17,210.17
206.17,108.17,237.5,208.83
205.5,106.83,241.5,206.17
209.5,106.83,244.17,208.83
211.5,107.5,246.83,207.5
211.5,107.5,249.5,205.5
212.17,107.5,246.17,202.83
210.83,108.17,246.17,202.17
210.83,108.17,246.83,199.5
208.83,107.5,246.17,203.5
208.17,106.17,246.17,197.5
206.83,104.17,242.17,198.83
208.83,102.17,242.17,198.83
210.17,101.5,246.17,202.83
208.17,99.5,245.5,199.5
209.5,100.17,246.17,200.83
211.5,99.5,245.5,201.5
210.83,100.83,248.83,198.17
211.5,100.17,250.83,203.5
212.17,99.5,250.83,196.83
210.83,100.17,248.83,194.17
211.5,98.833,250.17,196.17
212.17,95.5,251.5,193.5
214.17,94.833,250.83,193.5
212.83,94.167,252.17,199.5
214.83,96.833,250.83,198.17
218.17,95.5,251.5,196.83
218.83,96.167,251.5,196.83
216.17,96.167,252.83,199.5
215.5,95.5,255.5,198.17
215.5,93.5,253.5,194.17
216.83,95.5,255.5,188.83
216.17,94.833,253.5,195.5
216.83,98.167,255.5,198.83
218.17,99.5,254.83,198.83
218.17,103.5,253.5,202.17
219.5,104.83,252.17,202.17
218.17,104.83,252.83,210.83
216.17,106.17,251.5,208.17
217.5,108.17,251.5,209.5
216.17,108.83,252.17,208.83
212.83,108.83,250.83,208.17
209.5,108.83,248.83,208.17
206.17,108.17,243.5,203.5
202.83,108.17,238.83,204.83
200.17,106.83,232.83,205.5
195.5,104.83,230.83,201.5
196.17,100.17,228.17,199.5
196.17,100.17,228.17,196.83
192.83,100.17,228.17,196.17
192.83,103.5,229.5,199.5
193.5,102.83,230.83,204.83
194.83,106.83,230.83,203.5
194.17,107.5,236.17,204.83
197.5,111.5,234.17,203.5
198.17,110.83,237.5,205.5
198.17,110.83,236.83,200.83
198.17,108.83,232.83,202.83
196.83,108.17,232.17,204.83
198.83,108.17,234.17,204.17
200.17,108.83,234.83,204.83
202.83,106.83,236.17,208.17
210.83,107.5,243.5,201.5
218.83,108.17,252.83,204.83
219.5,101.5,257.5,195.5
219.5,100.83,258.83,191.5
216.83,104.17,255.5,187.5
210.83,99.5,248.83,192.17
204.83,102.17,242.83,191.5
198.17,101.5,236.17,196.83
195.5,101.5,228.83,193.5
194.17,97.5,225.5,190.17
191.5,93.5,224.17,184.17
191.5,85.5,226.83,176.83
192.17,78.833,230.83,175.5
194.83,78.167,233.5,171.5
197.5,74.833,234.17,164.83
198.83,74.833,236.17,164.83
200.17,70.833,234.17,159.5
200.83,71.5,236.17,162.83
202.83,72.833,236.17,164.83
202.17,78.833,234.17,169.5
200.17,84.833,232.17,176.17
200.83,91.5,232.83,180.17
201.5,94.833,232.83,186.17
201.5,98.167,234.17,188.83
201.5,100.17,236.17,191.5
202.83,101.5,240.17,192.83
204.17,110.17,240.83,194.17
204.83,115.5,243.5,198.17
203.5,118.83,241.5,204.83
202.83,120.83,237.5,214.17
